"chainid","lastupdatedate","subchainid","storeid","bikoretno","storetype","chainname","subchainname","storename","address","city","zipcode","xmldocversion","lastupdatetime","latitude","longitude","address.full","chainname_en","provider"
7290492000005,"06/07/2015",NA,725,9,1,"Dor Alon",NA,"גונן","קיבוץ גונן","קיבוץ גונן","1213000",0,"07:00:00",33.12403,35.64615,"קיבוץ גונן,קיבוץ גונן","doralon","cerberus"
7290492000005,"06/07/2015",NA,726,8,1,"Dor Alon",NA,"נורדיה","מושב נורדיה","מושב נורדיה","42954",0,"07:00:00",32.31474,34.89749,"מושב נורדיה,מושב נורדיה","doralon","cerberus"
7290492000005,"06/07/2015",NA,727,7,1,"Dor Alon",NA,"גבע כרמל","קיבוץ גבע כרמל","מושב גבע כרמל","30855",0,"07:00:00",32.6634,34.9553,"קיבוץ גבע כרמל,מושב גבע כרמל","doralon","cerberus"
7290492000005,"06/07/2015",NA,728,6,1,"Dor Alon",NA,"אחוזת ברק","מושב אחוזת ברק","מושב אחוזת ברק","19323",0,"07:00:00",32.64362,35.33743,"מושב אחוזת ברק,מושב אחוזת ברק","doralon","cerberus"
7290492000005,"06/07/2015",NA,729,5,1,"Dor Alon",NA,"בית אורן","קיבוץ בית אורן","קיבוץ בית אורן","30044",0,"07:00:00",32.73057,35.00659,"קיבוץ בית אורן,קיבוץ בית אורן","doralon","cerberus"
7290492000005,"06/07/2015",NA,730,1,1,"Dor Alon",NA,"מגדים","קיבוץ מגדים","מושב מגשים","30875",0,"07:00:00",32.7321474,34.9600831,"קיבוץ מגדים,מושב מגשים","doralon","cerberus"
7290492000005,"06/07/2015",NA,731,0,1,"Dor Alon",NA,"גן יאשיה","unknown","unknown","unknown",0,"07:00:00",32.3541099,34.9959023,"unknown,unknown","doralon","cerberus"
7290492000005,"06/07/2015",NA,824,9,1,"Dor Alon",NA,"צמח סופר אלונית","צומת צמח מרכז מסחרי","unknown","15105",0,"07:00:00",32.7027519,35.5835973,"צומת צמח מרכז מסחרי,unknown","doralon","cerberus"
7290700100008,"06/07/2015",NA,2,5,1,"כל בו חצי חינם",NA,"הכישור חולון","הכישור 22","חולון","unknown",0,"01:00:00",32.0073482,34.8065854,"הכישור 22,חולון","hazihinam","cerberus"
7290700100008,"06/07/2015",NA,4,3,1,"כל בו חצי חינם",NA,"מרכבה","המרכבה 51","חולון","unknown",0,"01:00:00",32.0034033,34.8050897,"המרכבה 51,חולון","hazihinam","cerberus"
7290700100008,"06/07/2015",NA,5,2,1,"כל בו חצי חינם",NA,"הלח""י ראשון לציון","הלח""י 16","ראשון לציון","unknown",0,"01:00:00",31.9730015,34.7925013,"הלח""י 16,ראשון לציון","hazihinam","cerberus"
7290700100008,"06/07/2015",NA,6,1,1,"כל בו חצי חינם",NA,"הוד השרון","הרקון","הוד השרון","unknown",0,"01:00:00",32.13791,34.902868,"הרקון,הוד השרון","hazihinam","cerberus"
7290700100008,"06/07/2015",NA,7,0,1,"כל בו חצי חינם",NA,"ירקות הלח""י","הלח""י 16","ראשון לציון","unknown",0,"01:00:00",31.9730015,34.7925013,"הלח""י 16,ראשון לציון","hazihinam","cerberus"
7290700100008,"06/07/2015",NA,8,9,1,"כל בו חצי חינם",NA,"תוצרת חקלאית שוק","לוי משה 8","ראשון לציון","unknown",0,"01:00:00",31.9867317,34.7726794,"לוי משה 8,ראשון לציון","hazihinam","cerberus"
7290700100008,"06/07/2015",NA,17,3,1,"כל בו חצי חינם",NA,"ירקות מרכבה","המרכבה 31","חולון","unknown",0,"01:00:00",32.0106578,34.8081211,"המרכבה 31,חולון","hazihinam","cerberus"
7290785400000,"14/06/2015",NA,1,6,1,"קשת טעמים",NA,"קרית חיים","איצטדיון 25","קרית חיים","unknown",0,"23:05:00",32.8225355,35.0577499,"איצטדיון 25,קרית חיים","keshet","cerberus"
7290785400000,"14/06/2015",NA,2,5,1,"קשת טעמים",NA,"נהריה","לוחמי הגטאות 9","נהריה","unknown",0,"23:05:00",33.0044596,35.0979685,"לוחמי הגטאות 9,נהריה","keshet","cerberus"
7290785400000,"14/06/2015",NA,3,4,1,"קשת טעמים",NA,"נשר","הזית 1","נשר","unknown",0,"23:05:00",32.7734172,35.0388585,"הזית 1,נשר","keshet","cerberus"
7290785400000,"14/06/2015",NA,4,3,1,"קשת טעמים",NA,"הדר","שבתאי לוי 21","חיפה","unknown",0,"23:05:00",32.8142947,34.9934378,"שבתאי לוי 21,חיפה","keshet","cerberus"
7290785400000,"14/06/2015",NA,5,2,1,"קשת טעמים",NA,"קרית אליעזר","תל אביב 11","חיפה","unknown",0,"23:05:00",32.825022,34.9883319,"תל אביב 11,חיפה","keshet","cerberus"
7290785400000,"14/06/2015",NA,6,1,1,"קשת טעמים",NA,"כרמיאל","הכבאי 1","כרמיאל","unknown",0,"23:05:00",32.9230471,35.3049049,"הכבאי 1,כרמיאל","keshet","cerberus"
7290785400000,"14/06/2015",NA,7,0,1,"קשת טעמים",NA,"נתניה","זנגביל 13","נתניה","unknown",0,"23:05:00",32.3304551,34.8609518,"זנגביל 13,נתניה","keshet","cerberus"
7290785400000,"14/06/2015",NA,8,9,1,"קשת טעמים",NA,"נצרת","עמל 1","נצרת עילית","unknown",0,"23:05:00",32.7033006,35.3228709,"עמל 1,נצרת עילית","keshet","cerberus"
7290785400000,"14/06/2015",NA,9,8,1,"קשת טעמים",NA,"אשדוד","קניון עד הלום","אשדוד","unknown",0,"23:05:00",31.804381,34.655314,"קניון עד הלום,אשדוד","keshet","cerberus"
7290785400000,"14/06/2015",NA,10,8,1,"קשת טעמים",NA,"גבעת רם","בציר 46","כרמיאל","unknown",0,"23:05:00",32.913088,35.2761673,"בציר 46,כרמיאל","keshet","cerberus"
7290785400000,"14/06/2015",NA,11,7,1,"קשת טעמים",NA,"יוקנעם","הירדן 64","יוקנעם","unknown",0,"23:05:00",32.641767,35.09006,"הירדן 64,יוקנעם","keshet","cerberus"
7290785400000,"14/06/2015",NA,12,6,1,"קשת טעמים",NA,"חדרה","דוד אלעזר 27","חדרה","unknown",0,"23:05:00",32.4401459,34.9100022,"דוד אלעזר 27,חדרה","keshet","cerberus"
7290785400000,"14/06/2015",NA,13,5,1,"קשת טעמים",NA,"ראשון לציון","ברשבסקי 33","ראשון לציון","99999",0,"23:05:00",31.973185,34.8124833,"ברשבסקי 33,ראשון לציון","keshet","cerberus"
7290785400000,"14/06/2015",NA,14,4,1,"קשת טעמים",NA,"פולג","המלאכה 28","נתניה","unknown",0,"23:05:00",32.2825917,34.859939,"המלאכה 28,נתניה","keshet","cerberus"
7290873900009,"07/06/2015",NA,1,5,1,"סופר דוש",NA,"חנות 1","לא ידוע 22","לא ידוע","unknown",0,"01:00:00",32.0220521,34.7412971,"לא ידוע 22,לא ידוע","superdosh","cerberus"
7290873900009,"07/06/2015",NA,2,2,1,"סופר דוש",NA,"חנות 2","לא ידוע","ראשון לציון","unknown",0,"01:00:00",32.0127172,34.7523566,"לא ידוע,ראשון לציון","superdosh","cerberus"
7290873900009,"07/06/2015",NA,3,0,1,"סופר דוש",NA,"חנות 3י","לא ידוע"," ון לציון","unknown",0,"01:00:00",32.010217,34.7477796,"לא ידוע, ון לציון","superdosh","cerberus"
7290873900009,"07/06/2015",NA,4,9,1,"סופר דוש",NA,"חנות 4","  לא ידוע","לא ידוע","unknown",0,"01:00:00",32.0155883,34.7552267,"  לא ידוע,לא ידוע","superdosh","cerberus"
7290803800003,"07/07/2015",NA,4,3,1,"מ. יוחננוף ובניו",NA,"בילו","צומת ביל""ו","unknown","unknown",0,"01:00:00",31.8601148,34.8144544,"צומת ביל""ו,unknown","yohananof","cerberus"
7290803800003,"07/07/2015",NA,5,2,1,"מ. יוחננוף ובניו",NA,"אשדוד","זבוטינסקי 27, סטאר סנטר","אשדוד","unknown",0,"01:00:00",31.804381,34.655314,"זבוטינסקי 27, סטאר סנטר,אשדוד","yohananof","cerberus"
7290803800003,"07/07/2015",NA,8,9,1,"מ. יוחננוף ובניו",NA,"אחד העם","רחוב אחד העם 19","רחובות","unknown",0,"01:00:00",31.8982543,34.8116588,"רחוב אחד העם 19,רחובות","yohananof","cerberus"
7290803800003,"07/07/2015",NA,9,8,1,"מ. יוחננוף ובניו",NA,"נתיבות","רחוב בעלי המלאכה 2, א.התעשיה","נתיבות","unknown",0,"01:00:00",31.423196,34.595254,"רחוב בעלי המלאכה 2, א.התעשיה,נתיבות","yohananof","cerberus"
7290803800003,"07/07/2015",NA,13,3,1,"מ. יוחננוף ובניו",NA,"חוצות המפרץ","החרושת 10 חוצות המפרץ","חיפה","unknown",0,"01:00:00",32.7940463,34.989571,"החרושת 10 חוצות המפרץ,חיפה","yohananof","cerberus"
7290803800003,"07/07/2015",NA,15,1,1,"מ. יוחננוף ובניו",NA,"אור יהודה","רחוב הפלדה 1","אור יהודה","unknown",0,"01:00:00",32.0326189,34.851129,"רחוב הפלדה 1,אור יהודה","yohananof","cerberus"
7290055755557,"20/05/2015 13:10",0,1,0,1,"עדן טבע מרקט","","01 עדן פולג נתניה*","","","",NA,NA,32.2767266,34.8623309,",","eden","private"
7290055755557,"20/05/2015 13:10",0,1,0,1,"עדן טבע מרקט","","02 עדן ראשל``צ*","","","",NA,NA,31.9848989,34.769306,",","eden","private"
7290055755557,"20/05/2015 13:10",0,1,0,1,"עדן טבע מרקט","","עדן אור יהודה","","","",NA,NA,NA,NA,",","eden","private"
7290055755557,"20/05/2015 13:10",0,1,0,1,"עדן טבע מרקט","","04 עדן חוצות  המפרץ*","","","",NA,NA,NA,NA,",","eden","private"
7290055755557,"20/05/2015 13:10",0,1,0,1,"עדן טבע מרקט","","05 עדן אשדוד","","","",NA,NA,NA,NA,",","eden","private"
7290055755557,"20/05/2015 13:10",0,1,0,1,"עדן טבע מרקט","","עדן  רמת השרון","","","",NA,NA,NA,NA,",","eden","private"
7290055755557,"20/05/2015 13:10",0,1,0,1,"עדן טבע מרקט","","07 עדן רמת גן","","","",NA,NA,32.0834141,34.8156055,",","eden","private"
7290055755557,"20/05/2015 13:10",0,1,0,1,"עדן טבע מרקט","","08 עדן כפר סבא*","","","",NA,NA,32.1716981,34.9279191,",","eden","private"
7290055755557,"20/05/2015 13:10",0,1,0,1,"עדן טבע מרקט","","09 עדן גן העיר ת``א","","","",NA,NA,32.0827929,34.7812867,",","eden","private"
7290055755557,"20/05/2015 13:10",0,1,0,1,"עדן טבע מרקט","","עדן מתחם U","","","",NA,NA,NA,NA,",","eden","private"
7290055755557,"20/05/2015 13:10",0,1,0,1,"עדן טבע מרקט","","11 עדן באר שבע*","","","",NA,NA,31.243857,34.809777,",","eden","private"
7290055755557,"20/05/2015 13:10",0,1,0,1,"עדן טבע מרקט","","עדן פתח תקווה","","","",NA,NA,NA,NA,",","eden","private"
7290055755557,"20/05/2015 13:10",0,1,0,1,"עדן טבע מרקט","","13 עדן רמות*","","","",NA,NA,NA,NA,",","eden","private"
7290055755557,"20/05/2015 13:10",0,1,0,1,"עדן טבע מרקט","","30 עדן במגה רעננה","","","",NA,NA,32.1950149,34.8805997,",","eden","private"
7290055755557,"20/05/2015 13:10",0,1,0,1,"עדן טבע מרקט","","עדן במגה רחובות","","","",NA,NA,NA,NA,",","eden","private"
7290055755557,"20/05/2015 13:10",0,1,0,1,"עדן טבע מרקט","","32 עדן במגה מלחה","","","",NA,NA,31.7516012,35.187316,",","eden","private"
7290055755557,"20/05/2015 13:10",0,1,0,1,"עדן טבע מרקט","","עדן במגה מודי ישן","","","",NA,NA,31.8905213,34.9627233,",","eden","private"
7290055755557,"20/05/2015 13:10",0,1,0,1,"עדן טבע מרקט","","34 עדן במגה נשר חיפה","","","",NA,NA,32.7780769,35.0388364,",","eden","private"
7290055755557,"20/05/2015 13:10",0,1,0,1,"עדן טבע מרקט","","עדן במגה רמות ירושלים","","","",NA,NA,31.8178845,35.1944212,",","eden","private"
7290055755557,"20/05/2015 13:10",0,1,0,1,"עדן טבע מרקט","","36 עדן במגה רמת החייל","","","",NA,NA,32.1131743,34.843435,",","eden","private"
7290055755557,"20/05/2015 13:10",0,1,0,1,"עדן טבע מרקט","","עדן במגה חולון","","","",NA,NA,NA,NA,",","eden","private"
7290055755557,"20/05/2015 13:10",0,1,0,1,"עדן טבע מרקט","","38 עדן שבעת הכוכבים הרצליה","","","",NA,NA,32.165057,34.8239744,",","eden","private"
7290055755557,"20/05/2015 13:10",0,1,0,1,"עדן טבע מרקט","","39 עדן במגה מגדלי יו","","","",NA,NA,32.0908515,34.7933505,",","eden","private"
7290055755557,"20/05/2015 13:10",0,1,0,1,"עדן טבע מרקט","","40 עדן במגה שהם","","","",NA,NA,32.0052213,34.946922,",","eden","private"
7290055755557,"20/05/2015 13:10",0,1,0,1,"עדן טבע מרקט","","41 עדן במגה מודיעין","","","",NA,NA,31.8994238,35.0048244,",","eden","private"
7290055755557,"20/05/2015 13:10",0,1,0,1,"עדן טבע מרקט","","42 עדן במגה יד אליהו","","","",NA,NA,32.0622338,34.792015,",","eden","private"
7290055755557,"20/05/2015 13:10",0,1,0,1,"עדן טבע מרקט","","43 עדן במגה אור יהודה","","","",NA,NA,32.0344152,34.8485927,",","eden","private"
7290055755557,"20/05/2015 13:10",0,1,0,1,"עדן טבע מרקט","","44 עדן במגה רמת השרון","","","",NA,NA,32.1286834,34.8587271,",","eden","private"
7290055755557,"20/05/2015 13:10",0,1,0,1,"עדן טבע מרקט","","45 עדן במגה קסטרא חיפה","","","",NA,NA,NA,NA,",","eden","private"
7290055755557,"20/05/2015 13:10",0,1,0,1,"עדן טבע מרקט","","46 עדן במגה חדרה","","","",NA,NA,NA,NA,",","eden","private"
7290055755557,"20/05/2015 13:10",0,1,0,1,"עדן טבע מרקט","","47 עדן במגה נווה אמירים","","","",NA,NA,32.1545308,34.8422653,",","eden","private"
7290055755557,"20/05/2015 13:10",0,1,0,1,"עדן טבע מרקט","","91 עדן מפעל בשר מוצרים מוגמרים","","","",NA,NA,NA,NA,",","eden","private"
7290055755557,"20/05/2015 13:10",0,1,0,2,"עדן טבע מרקט","","95 עדן אתר האינטרנט","www.edenteva.co.il","","0",NA,NA,NA,NA,"www.edenteva.co.il,","eden","private"
7290055755557,"20/05/2015 13:10",0,1,0,1,"עדן טבע מרקט","","96 עדן מחסן שוק סיטונאי","","","",NA,NA,NA,NA,",","eden","private"
7290055755557,"20/05/2015 13:10",0,1,0,1,"עדן טבע מרקט","","97 עדן מפעל בשר עדן טבע","","","",NA,NA,NA,NA,",","eden","private"
7290055755557,"20/05/2015 13:10",0,1,0,1,"עדן טבע מרקט","","עדן טבע מרקט","","","0",NA,NA,NA,NA,",","eden","private"
7290055755557,"20/05/2015 13:10",0,1,0,1,"עדן טבע מרקט","","99 עדן לוגיסטיקה","","","",NA,NA,NA,NA,",","eden","private"
7290055700007,"20150706",5,10,8,1,"רשת מגה","מגה בעיר","מב. פנקס","46-50 פנקס","תל-אביב","201103",NA,"10141",32.0908942,34.7887123,"46-50 פנקס,תל-אביב","mega","private"
7290055700007,"20150706",5,11,6,1,"רשת מגה","מגה בעיר","מב. כיכר דיזנגוף","9 ככר דיזנגוף","תל-אביב","200909",NA,"10141",32.0781483,34.7737669,"9 ככר דיזנגוף,תל-אביב","mega","private"
7290055700007,"20150706",5,13,2,1,"רשת מגה","מגה בעיר","מב. ויצמן תל אביב","20 ויצמן","תל-אביב","200411",NA,"10141",32.082935,34.7891301,"20 ויצמן,תל-אביב","mega","private"
7290055700007,"20150706",5,14,0,1,"רשת מגה","מגה בעיר","מב. חיפה גרינברג","20 א.צ גרינברג","חיפה","201010",NA,"10141",32.7756464,34.9915618,"20 א.צ גרינברג,חיפה","mega","private"
7290055700007,"20150706",5,15,9,1,"רשת מגה","מגה בעיר","מב. רמת הטייסים","2 עודד","תל-אביב","200411",NA,"10141",32.0582117,34.8117082,"2 עודד,תל-אביב","mega","private"
7290055700007,"20150706",5,18,3,1,"רשת מגה","מגה בעיר","מב. עוזיאל בת-ים","5 עוזיאל","בת-ים","200406",NA,"10141",32.0228889,34.7476276,"5 עוזיאל,בת-ים","mega","private"
7290055700007,"20150706",5,19,1,1,"רשת מגה","מגה בעיר","מב. ככר ויצמן חולון","48 סוקולוב","חולון","200807",NA,"10141",32.0227021,34.7744415,"48 סוקולוב,חולון","mega","private"
7290055700007,"20150706",5,20,5,1,"רשת מגה","מגה בעיר","מב. לה-גרדיה ת""א","78 לה גרדיה","תל-אביב","200411",NA,"10141",32.0592139,34.8027179,"78 לה גרדיה,תל-אביב","mega","private"
7290055700007,"20150706",5,21,3,1,"רשת מגה","מגה בעיר","מב. אבן גבירול","30 אבן גבירול","תל-אביב","200411",NA,"10141",32.0749745,34.7817983,"30 אבן גבירול,תל-אביב","mega","private"
7290055700007,"20150706",5,22,1,1,"רשת מגה","מגה בעיר","מב. מגדל נחום","65 שדרות העצמאות","בת-ים","200406",NA,"10141",32.0269326,34.7482315,"65 שדרות העצמאות,בת-ים","mega","private"
7290055700007,"20150706",5,24,8,1,"רשת מגה","מגה בעיר","מב. יהודה מכבי","48 יהודה המכבי","תל-אביב","200411",NA,"10141",32.0939271,34.7919482,"48 יהודה המכבי,תל-אביב","mega","private"
7290055700007,"20150706",5,25,6,1,"רשת מגה","מגה בעיר","מב. רמת-יוסף","20 מבצע סיני","בת-ים","200406",NA,"10141",32.0205224,34.7587659,"20 מבצע סיני,בת-ים","mega","private"
7290055700007,"20150706",5,32,9,1,"רשת מגה","מגה בעיר","מב. נאות רחל","21 קדושי קהיר","חולון","200406",NA,"10141",32.0183437,34.7634849,"21 קדושי קהיר,חולון","mega","private"
7290055700007,"20150706",5,33,7,1,"רשת מגה","מגה בעיר","מב. נאות אפקה","15 לאה","תל-אביב","200411",NA,"10141",32.1199276,34.8210174,"15 לאה,תל-אביב","mega","private"
7290055700007,"20150706",5,34,5,1,"רשת מגה","מגה בעיר","מב. נאות שושנים חולו","24 משה רום","חולון","201106",NA,"10141",32.015833,34.787384,"24 משה רום,חולון","mega","private"
7290055700007,"20150706",15,35,3,1,"רשת מגה","YOU יו","הצרכניה אשדוד ד","25 רוגוזין","אשדוד","201505",NA,"10141",31.8040249,34.6425649,"25 רוגוזין,אשדוד","mega","private"
7290055700007,"20150706",5,46,0,1,"רשת מגה","מגה בעיר","מב. בן גוריון גבעתים","162 בן גוריון","גבעתיים","200411",NA,"10141",32.0775345,34.8191115,"162 בן גוריון,גבעתיים","mega","private"
7290055700007,"20150706",5,48,0,1,"רשת מגה","מגה בעיר","מב. הרצוג ירושלים","61 הרצוג","ירושלים","201010",NA,"10141",31.766708,35.2047975,"61 הרצוג,ירושלים","mega","private"
7290055700007,"20150706",5,49,3,1,"רשת מגה","מגה בעיר","מב. הרוא""ה רמת-גן","2 הרוא""ה","רמת-גן","200411",NA,"10141",32.0838078,34.8158231,"2 הרוא""ה,רמת-גן","mega","private"
7290055700007,"20150706",5,50,7,1,"רשת מגה","מגה בעיר","מב. ערד מרכז","39 יהודה","ערד","200403",NA,"10141",31.2570029,35.212762,"39 יהודה,ערד","mega","private"
7290055700007,"20150706",5,51,5,1,"רשת מגה","מגה בעיר","מב. רווה ר""ג","113 עוזיאל","רמת-גן","200411",NA,"10141",32.068657,34.8219373,"113 עוזיאל,רמת-גן","mega","private"
7290055700007,"20150706",5,52,3,1,"רשת מגה","מגה בעיר","מב. דימונה מרכז","הנשיא","דימונה","200411",NA,"10141",31.0620401,35.0286485,"הנשיא,דימונה","mega","private"
7290055700007,"20150706",5,55,8,1,"רשת מגה","מגה בעיר","מב. רמת-החייל","7 ד.מ. מרכוס","תל-אביב","200411",NA,"10141",32.0852999,34.7817676,"7 ד.מ. מרכוס,תל-אביב","mega","private"
7290055700007,"20150706",5,58,0,1,"רשת מגה","מגה בעיר","מב. עמק הברכה ת""א","עמק הברכה","תל-אביב","201206",NA,"10141",32.0761171,34.7988525,"עמק הברכה,תל-אביב","mega","private"
7290055700007,"20150706",15,61,0,1,"רשת מגה","YOU יו","הצרכניה רובע ט' ב""ש","42 שדרות י-ם","באר-שבע","201505",NA,"10141",31.7826928,35.2101516,"42 שדרות י-ם,באר-שבע","mega","private"
7290055700007,"20150706",5,62,0,1,"רשת מגה","מגה בעיר","מב. ירושלים נתניה","29 ירושלים","נתניה","200411",NA,"10141",32.3238272,34.8550972,"29 ירושלים,נתניה","mega","private"
7290055700007,"20150706",5,69,8,1,"רשת מגה","מגה בעיר","מב. בית אבות","2 שד.הארזים","רמת-אפעל","200411",NA,"10141",32.0511815,34.8373682,"2 שד.הארזים,רמת-אפעל","mega","private"
7290055700007,"20150706",5,70,1,1,"רשת מגה","מגה בעיר","מב. הנשיא קרית-אונו","57  הנשיא","קרית-אונו","200411",NA,"10141",32.0604841,34.8564529,"57  הנשיא,קרית-אונו","mega","private"
7290055700007,"20150706",18,72,0,1,"רשת מגה","זול בשפע","ש. קניון עזריאלי ק""א","18 המיסדים","קרית אתא","201402",NA,"10141",32.8035448,35.1052582,"18 המיסדים,קרית אתא","mega","private"
7290055700007,"20150706",5,75,2,1,"רשת מגה","מגה בעיר","מב. רמת-אפעל","16 שד.האורנים","רמת-אפעל","200403",NA,"10141",32.0462738,34.8355963,"16 שד.האורנים,רמת-אפעל","mega","private"
7290055700007,"20150706",5,81,0,1,"רשת מגה","מגה בעיר","מב. קרן היסוד רעננה","1 קרן היסוד","רעננה","200408",NA,"10141",32.1819281,34.8704414,"1 קרן היסוד,רעננה","mega","private"
7290055700007,"20150706",5,82,0,1,"רשת מגה","מגה בעיר","מב. מרכז רעננה","114 אחוזה","רעננה","200408",NA,"10141",32.1804487,34.8751402,"114 אחוזה,רעננה","mega","private"
7290055700007,"20150706",18,83,0,1,"רשת מגה","זול בשפע","ש. מרכז גולן רעננה","2 הגדוד העברי","רעננה","201108",NA,"10141",32.1829016,34.8652907,"2 הגדוד העברי,רעננה","mega","private"
7290055700007,"20150706",5,85,0,1,"רשת מגה","מגה בעיר","מב. קרית שרת רעננה","1 התקומה","רעננה","200408",NA,"10141",32.1952385,34.8544319,"1 התקומה,רעננה","mega","private"
7290055700007,"20150706",5,87,0,1,"רשת מגה","מגה בעיר","מב. ותיקים רעננה","11 ההסתדרות","רעננה","201109",NA,"10141",32.1862476,34.8763598,"11 ההסתדרות,רעננה","mega","private"
7290055700007,"20150706",7,88,0,1,"רשת מגה","מגה בול","בול עכו אשל הירדן","יהושפט פינת העצמאות","עכו","200901",NA,"10141",32.9258398,35.0764207,"יהושפט פינת העצמאות,עכו","mega","private"
7290055700007,"20150706",5,89,2,1,"רשת מגה","מגה בעיר","מב. מרכז אילת","שד.התמרים","אילת","200411",NA,"10141",29.5610439,34.9510095,"שד.התמרים,אילת","mega","private"
7290055700007,"20150706",5,90,6,1,"רשת מגה","מגה בעיר","מב. מרכז נתניה","שטמפר","נתניה","200411",NA,"10141",32.328351,34.854516,"שטמפר,נתניה","mega","private"
7290055700007,"20150706",5,91,4,1,"רשת מגה","מגה בעיר","מב. נוה אביבים","13 אופנהיימר","תל-אביב","200411",NA,"10141",32.1204742,34.8003003,"13 אופנהיימר,תל-אביב","mega","private"
7290055700007,"20150706",5,98,1,1,"רשת מגה","מגה בעיר","מב. אזורים נתניה","14 גרינבאום יצחק","נתניה","200411",NA,"10141",32.2949471,34.8505539,"14 גרינבאום יצחק,נתניה","mega","private"
7290055700007,"20150706",5,103,0,1,"רשת מגה","מגה בעיר","מב. קניון כפר-סבא","20 כצנלסון","כפר-סבא","200404",NA,"10141",32.1787,34.9033232,"20 כצנלסון,כפר-סבא","mega","private"
7290055700007,"20150706",5,104,0,1,"רשת מגה","מגה בעיר","מב. הוד השרון","1 שלום עליכם","הוד השרון","200411",NA,"10141",32.1594427,34.8883372,"1 שלום עליכם,הוד השרון","mega","private"
7290055700007,"20150706",5,108,2,1,"רשת מגה","מגה בעיר","מב. בבלי","17 לומד בבלי","תל-אביב","200411",NA,"10141",32.0970052,34.7983989,"17 לומד בבלי,תל-אביב","mega","private"
7290055700007,"20150706",9,109,0,1,"רשת מגה","מגה","מגה לב דיזנגוף","65  דיזנגוף","תל-אביב","201311",NA,"10141",32.0763298,34.7746539,"65  דיזנגוף,תל-אביב","mega","private"
7290055700007,"20150706",15,111,2,1,"רשת מגה","YOU יו","הצרכניה מרכז רמלה","45 שדרות הרצל","רמלה","201505",NA,"10141",31.9315895,34.8693355,"45 שדרות הרצל,רמלה","mega","private"
7290055700007,"20150706",15,112,0,1,"רשת מגה","YOU יו","יד אליהו       ע YOU","53 יגאל אלון","תל-אביב","201412",NA,"10141",32.062235,34.7919967,"53 יגאל אלון,תל-אביב","mega","private"
7290055700007,"20150706",5,113,9,1,"רשת מגה","מגה בעיר","מב. רון כ""ס","2 יעקב כהן","כפר-סבא","200411",NA,"10141",32.1862037,34.9044977,"2 יעקב כהן,כפר-סבא","mega","private"
7290055700007,"20150706",5,114,7,1,"רשת מגה","מגה בעיר","מב. נווה כרמית","65 זבוטינסקי","ראשון-לציון","200411",NA,"10141",31.9669422,34.7994747,"65 זבוטינסקי,ראשון-לציון","mega","private"
7290055700007,"20150706",5,115,0,1,"רשת מגה","מגה בעיר","מב. מכבים","מרכז רננים","מכבים","200411",NA,"10141",31.889235,35.0346342,"מרכז רננים,מכבים","mega","private"
7290055700007,"20150706",5,117,1,1,"רשת מגה","מגה בעיר","מב. חפץ חיים","28 הרצל","פתח-תקוה","201106",NA,"10141",32.0852737,34.8868718,"28 הרצל,פתח-תקוה","mega","private"
7290055700007,"20150706",5,119,0,1,"רשת מגה","מגה בעיר","מב. צמרות          ע","ניסים אלוני","תל-אביב","201011",NA,"10141",32.0890506,34.7969631,"ניסים אלוני,תל-אביב","mega","private"
7290055700007,"20150706",9,120,1,1,"רשת מגה","מגה","מגה יהלומים גבעתיים","1 כורזין","גבעתיים","201311",NA,"10141",32.0592113,34.8165894,"1 כורזין,גבעתיים","mega","private"
7290055700007,"20150706",5,122,8,1,"רשת מגה","מגה בעיר","מב. תל כביר","45 גרינבאום","תל-אביב","201308",NA,"10141",32.0403332,34.7654434,"45 גרינבאום,תל-אביב","mega","private"
7290055700007,"20150706",5,123,6,1,"רשת מגה","מגה בעיר","מב. מגדלי דוד","12 אורי","תל-אביב","200411",NA,"10141",32.0813233,34.7853357,"12 אורי,תל-אביב","mega","private"
7290055700007,"20150706",5,125,2,1,"רשת מגה","מגה בעיר","מב. מעלה אילת","דרך יותם","אילת","200411",NA,"10141",29.5539967,34.9355056,"דרך יותם,אילת","mega","private"
7290055700007,"20150706",5,126,0,1,"רשת מגה","מגה בעיר","מב. ראשל""צ ג","15 ברניצקי","ראשון-לציון","200411",NA,"10141",31.959039,34.7992236,"15 ברניצקי,ראשון-לציון","mega","private"
7290055700007,"20150706",5,127,9,1,"רשת מגה","מגה בעיר","מב. בלינסון פ""ת","13 קפלן","פתח-תקוה","201106",NA,"10141",32.0886284,34.8687683,"13 קפלן,פתח-תקוה","mega","private"
7290055700007,"20150706",5,129,5,1,"רשת מגה","מגה בעיר","מב. מעוז אביב","209 בני אפרים","תל-אביב","200411",NA,"10141",32.1112071,34.816448,"209 בני אפרים,תל-אביב","mega","private"
7290055700007,"20150706",5,130,9,1,"רשת מגה","מגה בעיר","מב. רמת-אביב ג","35 אבא אחימאיר","תל-אביב","201106",NA,"10141",32.1245218,34.8042693,"35 אבא אחימאיר,תל-אביב","mega","private"
7290055700007,"20150706",15,134,0,1,"רשת מגה","YOU יו","שדרות YOU","דרות א.ת פנינת הנגב","שדרות","201407",NA,"10141",31.5220866,34.5978903,"דרות א.ת פנינת הנגב,שדרות","mega","private"
